LLR,prediction,true_label
-17.51817653517363,0,0.0
-35.66329877844377,0,0.0
-23.162981263778796,0,0.0
-10.769740402892708,0,0.0
-23.21876848626325,0,0.0
-21.448537587285077,0,0.0
-39.26392813951682,0,0.0
-24.16699988241818,0,0.0
-23.33762059029913,0,0.0
-26.978401205265335,0,0.0
-19.72510604837057,0,0.0
-26.44260210955398,0,0.0
-26.046155530243745,0,0.0
-31.28133872184754,0,0.0
-33.987927126277214,0,0.0
-32.93348430530452,0,0.0
-20.044046725821588,0,0.0
-13.565899429603604,0,0.0
-27.052360771798796,0,0.0
-14.595283941738366,0,0.0
-31.672244005062428,0,0.0
-28.832814855387973,0,0.0
-45.52353081762837,0,0.0
-20.661724143248723,0,0.0
-29.67791425581938,0,0.0
